date,snapshot_year_int,rank_int,symbol,company_name,market_cap,market_cap_text,source_url
2008-12-31,2008,2,WMT,Walmart,219940000000.0,219.94B,https://www.finhacker.cz/en/stocks/walmart-market-cap/
2008-12-31,2008,3,PG,Procter & Gamble,181190000000.0,181.19B,https://www.finhacker.cz/en/stocks/procter-gamble-market-cap/
2008-12-31,2008,4,MSFT,Microsoft,172940000000.0,172.94B,https://www.finhacker.cz/en/stocks/microsoft-market-cap/
2008-12-31,2008,5,JNJ,Johnson & Johnson,166030000000.0,166.03B,https://www.finhacker.cz/en/stocks/johnson-johnson-market-cap/
2008-12-31,2008,6,CVX,Chevron,148230000000.0,148.23B,https://www.finhacker.cz/en/stocks/chevron-market-cap/
2008-12-31,2008,7,T,AT&T,127160000000.0,127.16B,https://www.finhacker.cz/en/stocks/att-market-cap/
2008-12-31,2008,8,JPM,JPMorgan Chase,117670000000.0,117.67B,https://www.finhacker.cz/en/stocks/jpmorgan-chase-market-cap/
2008-12-31,2008,9,PFE,Pfizer,113170000000.0,113.17B,https://www.finhacker.cz/en/stocks/pfizer-market-cap/
2008-12-31,2008,10,IBM,IBM,107640000000.0,107.64B,https://www.finhacker.cz/en/stocks/international-business-machines-market-cap/
2008-12-31,2008,11,KO,Coca-Cola,104730000000.0,104.73B,https://www.finhacker.cz/en/stocks/coca-cola-market-cap/
2008-12-31,2008,12,VZ,Verizon Communications,100620000000.0,100.62B,https://www.finhacker.cz/en/stocks/verizon-communications-market-cap/
2008-12-31,2008,13,WFC,Wells Fargo,98020000000.0,98.02B,https://www.finhacker.cz/en/stocks/wells-fargo-market-cap/
2008-12-31,2008,14,GOOGL,Alphabet,96850000000.0,96.85B,https://www.finhacker.cz/en/stocks/alphabet-market-cap/
2008-12-31,2008,15,GE,General Electric,96450000000.0,96.45B,https://www.finhacker.cz/en/stocks/ge-aerospace-market-cap/
2008-12-31,2008,16,CSCO,Cisco Systems,95440000000.0,95.44B,https://www.finhacker.cz/en/stocks/cisco-systems-market-cap/
2008-12-31,2008,17,ORCL,Oracle,89470000000.0,89.47B,https://www.finhacker.cz/en/stocks/oracle-market-cap/
2008-12-31,2008,18,PM,Philip Morris International,88020000000.0,88.02B,https://www.finhacker.cz/en/stocks/philip-morris-international-market-cap/
2008-12-31,2008,19,PEP,PepsiCo,85060000000.0,85.06B,https://www.finhacker.cz/en/stocks/pepsico-market-cap/
2008-12-31,2008,20,INTC,Intel,81540000000.0,81.54B,https://www.finhacker.cz/en/stocks/intel-market-cap/
2009-12-31,2009,1,XOM,Exxon Mobil,322330000000.0,322.33B,https://www.finhacker.cz/en/stocks/exxon-mobil-market-cap/
2009-12-31,2009,2,MSFT,Microsoft,268560000000.0,268.56B,https://www.finhacker.cz/en/stocks/microsoft-market-cap/
2009-12-31,2009,3,WMT,Walmart,203640000000.0,203.64B,https://www.finhacker.cz/en/stocks/walmart-market-cap/
2009-12-31,2009,4,GOOGL,Alphabet,197030000000.0,197.03B,https://www.finhacker.cz/en/stocks/alphabet-market-cap/
2009-12-31,2009,5,AAPL,Apple,191010000000.0,191.01B,https://www.finhacker.cz/en/stocks/apple-market-cap/
2009-12-31,2009,6,JNJ,Johnson & Johnson,177710000000.0,177.71B,https://www.finhacker.cz/en/stocks/johnson-johnson-market-cap/
2009-12-31,2009,7,PG,Procter & Gamble,176130000000.0,176.13B,https://www.finhacker.cz/en/stocks/procter-gamble-market-cap/
2009-12-31,2009,8,JPM,JPMorgan Chase,164260000000.0,164.26B,https://www.finhacker.cz/en/stocks/jpmorgan-chase-market-cap/
2009-12-31,2009,9,IBM,IBM,163170000000.0,163.17B,https://www.finhacker.cz/en/stocks/international-business-machines-market-cap/
2009-12-31,2009,10,CVX,Chevron,154600000000.0,154.60B,https://www.finhacker.cz/en/stocks/chevron-market-cap/
2009-12-31,2009,11,WFC,Wells Fargo,139780000000.0,139.78B,https://www.finhacker.cz/en/stocks/wells-fargo-market-cap/
2009-12-31,2009,12,PFE,Pfizer,139110000000.0,139.11B,https://www.finhacker.cz/en/stocks/pfizer-market-cap/
2009-12-31,2009,13,CSCO,Cisco Systems,137730000000.0,137.73B,https://www.finhacker.cz/en/stocks/cisco-systems-market-cap/
2009-12-31,2009,14,KO,Coca-Cola,131270000000.00002,131.27B,https://www.finhacker.cz/en/stocks/coca-cola-market-cap/
2009-12-31,2009,15,BAC,Bank of America,130270000000.00002,130.27B,https://www.finhacker.cz/en/stocks/bank-of-america-market-cap/
2009-12-31,2009,16,T,AT&T,125250000000.0,125.25B,https://www.finhacker.cz/en/stocks/att-market-cap/
2009-12-31,2009,17,ORCL,Oracle,122920000000.0,122.92B,https://www.finhacker.cz/en/stocks/oracle-market-cap/
2009-12-31,2009,18,INTC,Intel,112670000000.0,112.67B,https://www.finhacker.cz/en/stocks/intel-market-cap/
2009-12-31,2009,19,MRK,Merck,108290000000.0,108.29B,https://www.finhacker.cz/en/stocks/merck-market-cap/
2009-12-31,2009,20,VZ,Verizon Communications,98330000000.0,98.33B,https://www.finhacker.cz/en/stocks/verizon-communications-market-cap/
2010-12-31,2010,1,XOM,Exxon Mobil,364060000000.0,364.06B,https://www.finhacker.cz/en/stocks/exxon-mobil-market-cap/
2010-12-31,2010,2,AAPL,Apple,297100000000.0,297.10B,https://www.finhacker.cz/en/stocks/apple-market-cap/
2010-12-31,2010,3,MSFT,Microsoft,234530000000.0,234.53B,https://www.finhacker.cz/en/stocks/microsoft-market-cap/
2010-12-31,2010,4,BRK.B,Berkshire Hathaway,198030000000.0,198.03B,https://www.finhacker.cz/en/stocks/berkshire-hathaway-market-cap/
2010-12-31,2010,5,WMT,Walmart,192170000000.0,192.17B,https://www.finhacker.cz/en/stocks/walmart-market-cap/
2010-12-31,2010,6,GOOGL,Alphabet,190850000000.0,190.85B,https://www.finhacker.cz/en/stocks/alphabet-market-cap/
2010-12-31,2010,7,CVX,Chevron,183140000000.0,183.14B,https://www.finhacker.cz/en/stocks/chevron-market-cap/
2010-12-31,2010,8,PG,Procter & Gamble,180190000000.0,180.19B,https://www.finhacker.cz/en/stocks/procter-gamble-market-cap/
2010-12-31,2010,9,IBM,IBM,172140000000.0,172.14B,https://www.finhacker.cz/en/stocks/international-business-machines-market-cap/
2010-12-31,2010,10,JNJ,Johnson & Johnson,169840000000.0,169.84B,https://www.finhacker.cz/en/stocks/johnson-johnson-market-cap/
2010-12-31,2010,11,JPM,JPMorgan Chase,165860000000.0,165.86B,https://www.finhacker.cz/en/stocks/jpmorgan-chase-market-cap/
2010-12-31,2010,12,WFC,Wells Fargo,163070000000.0,163.07B,https://www.finhacker.cz/en/stocks/wells-fargo-market-cap/
2010-12-31,2010,13,ORCL,Oracle,158130000000.0,158.13B,https://www.finhacker.cz/en/stocks/oracle-market-cap/
2010-12-31,2010,14,KO,Coca-Cola,150740000000.0,150.74B,https://www.finhacker.cz/en/stocks/coca-cola-market-cap/
2010-12-31,2010,15,C,Citigroup,137450000000.0,137.45B,https://www.finhacker.cz/en/stocks/citigroup-market-cap/
2010-12-31,2010,16,BAC,Bank of America,134600000000.0,134.60B,https://www.finhacker.cz/en/stocks/bank-of-america-market-cap/
2010-12-31,2010,17,PFE,Pfizer,132949999999.99998,132.95B,https://www.finhacker.cz/en/stocks/pfizer-market-cap/
2010-12-31,2010,18,T,AT&T,131479999999.99998,131.48B,https://www.finhacker.cz/en/stocks/att-market-cap/
2010-12-31,2010,19,GE,General Electric,116160000000.0,116.16B,https://www.finhacker.cz/en/stocks/ge-aerospace-market-cap/
2010-12-31,2010,20,INTC,Intel,115900000000.0,115.90B,https://www.finhacker.cz/en/stocks/intel-market-cap/
2011-12-31,2011,1,XOM,Exxon Mobil,406250000000.0,406.25B,https://www.finhacker.cz/en/stocks/exxon-mobil-market-cap/
2011-12-31,2011,2,AAPL,Apple,377520000000.0,377.52B,https://www.finhacker.cz/en/stocks/apple-market-cap/
2011-12-31,2011,3,MSFT,Microsoft,218380000000.0,218.38B,https://www.finhacker.cz/en/stocks/microsoft-market-cap/
2011-12-31,2011,4,CVX,Chevron,211840000000.0,211.84B,https://www.finhacker.cz/en/stocks/chevron-market-cap/
2011-12-31,2011,5,GOOGL,Alphabet,209150000000.0,209.15B,https://www.finhacker.cz/en/stocks/alphabet-market-cap/
2011-12-31,2011,6,IBM,IBM,207070000000.0,207.07B,https://www.finhacker.cz/en/stocks/international-business-machines-market-cap/
2011-12-31,2011,7,WMT,Walmart,204580000000.0,204.58B,https://www.finhacker.cz/en/stocks/walmart-market-cap/
2011-12-31,2011,8,BRK.B,Berkshire Hathaway,188920000000.0,188.92B,https://www.finhacker.cz/en/stocks/berkshire-hathaway-market-cap/
2011-12-31,2011,9,PG,Procter & Gamble,183520000000.0,183.52B,https://www.finhacker.cz/en/stocks/procter-gamble-market-cap/
2011-12-31,2011,10,JNJ,Johnson & Johnson,179100000000.0,179.10B,https://www.finhacker.cz/en/stocks/johnson-johnson-market-cap/
2011-12-31,2011,11,KO,Coca-Cola,158900000000.0,158.90B,https://www.finhacker.cz/en/stocks/coca-cola-market-cap/
2011-12-31,2011,12,PFE,Pfizer,157640000000.0,157.64B,https://www.finhacker.cz/en/stocks/pfizer-market-cap/
2011-12-31,2011,13,WFC,Wells Fargo,145350000000.0,145.35B,https://www.finhacker.cz/en/stocks/wells-fargo-market-cap/
2011-12-31,2011,14,PM,Philip Morris International,136320000000.0,136.32B,https://www.finhacker.cz/en/stocks/philip-morris-international-market-cap/
2011-12-31,2011,15,T,AT&T,135680000000.0,135.68B,https://www.finhacker.cz/en/stocks/att-market-cap/
2011-12-31,2011,16,ORCL,Oracle,128919999999.99998,128.92B,https://www.finhacker.cz/en/stocks/oracle-market-cap/
2011-12-31,2011,17,JPM,JPMorgan Chase,126350000000.0,126.35B,https://www.finhacker.cz/en/stocks/jpmorgan-chase-market-cap/
2011-12-31,2011,18,INTC,Intel,123480000000.0,123.48B,https://www.finhacker.cz/en/stocks/intel-market-cap/
2011-12-31,2011,19,VZ,Verizon Communications,113580000000.0,113.58B,https://www.finhacker.cz/en/stocks/verizon-communications-market-cap/
2011-12-31,2011,20,GE,General Electric,113140000000.0,113.14B,https://www.finhacker.cz/en/stocks/ge-aerospace-market-cap/
2012-12-31,2012,1,AAPL,Apple,499670000000.0,499.67B,https://www.finhacker.cz/en/stocks/apple-market-cap/
2012-12-31,2012,2,XOM,Exxon Mobil,389650000000.0,389.65B,https://www.finhacker.cz/en/stocks/exxon-mobil-market-cap/
2012-12-31,2012,3,GOOGL,Alphabet,233480000000.0,233.48B,https://www.finhacker.cz/en/stocks/alphabet-market-cap/
2012-12-31,2012,4,WMT,Walmart,228340000000.0,228.34B,https://www.finhacker.cz/en/stocks/walmart-market-cap/
2012-12-31,2012,5,MSFT,Microsoft,223670000000.0,223.67B,https://www.finhacker.cz/en/stocks/microsoft-market-cap/
2012-12-31,2012,6,BRK.B,Berkshire Hathaway,221020000000.0,221.02B,https://www.finhacker.cz/en/stocks/berkshire-hathaway-market-cap/
2012-12-31,2012,7,CVX,Chevron,210550000000.0,210.55B,https://www.finhacker.cz/en/stocks/chevron-market-cap/
2012-12-31,2012,8,IBM,IBM,204370000000.0,204.37B,https://www.finhacker.cz/en/stocks/international-business-machines-market-cap/
2012-12-31,2012,9,JNJ,Johnson & Johnson,194740000000.0,194.74B,https://www.finhacker.cz/en/stocks/johnson-johnson-market-cap/
2012-12-31,2012,10,PG,Procter & Gamble,185480000000.0,185.48B,https://www.finhacker.cz/en/stocks/procter-gamble-market-cap/
2012-12-31,2012,11,WFC,Wells Fargo,179990000000.0,179.99B,https://www.finhacker.cz/en/stocks/wells-fargo-market-cap/
2012-12-31,2012,12,PFE,Pfizer,172930000000.0,172.93B,https://www.finhacker.cz/en/stocks/pfizer-market-cap/
2012-12-31,2012,13,JPM,JPMorgan Chase,167260000000.0,167.26B,https://www.finhacker.cz/en/stocks/jpmorgan-chase-market-cap/
2012-12-31,2012,14,KO,Coca-Cola,162000000000.0,162.00B,https://www.finhacker.cz/en/stocks/coca-cola-market-cap/
2012-12-31,2012,15,ORCL,Oracle,157740000000.0,157.74B,https://www.finhacker.cz/en/stocks/oracle-market-cap/
2012-12-31,2012,16,T,AT&T,142440000000.0,142.44B,https://www.finhacker.cz/en/stocks/att-market-cap/
2012-12-31,2012,17,PM,Philip Morris International,138340000000.0,138.34B,https://www.finhacker.cz/en/stocks/philip-morris-international-market-cap/
2012-12-31,2012,18,GE,General Electric,130690000000.0,130.69B,https://www.finhacker.cz/en/stocks/ge-aerospace-market-cap/
2012-12-31,2012,19,BAC,Bank of America,125160000000.0,125.16B,https://www.finhacker.cz/en/stocks/bank-of-america-market-cap/
2012-12-31,2012,20,VZ,Verizon Communications,123710000000.0,123.71B,https://www.finhacker.cz/en/stocks/verizon-communications-market-cap/
2013-12-31,2013,1,AAPL,Apple,500710000000.0,500.71B,https://www.finhacker.cz/en/stocks/apple-market-cap/
2013-12-31,2013,2,XOM,Exxon Mobil,438700000000.0,438.70B,https://www.finhacker.cz/en/stocks/exxon-mobil-market-cap/
2013-12-31,2013,3,GOOGL,Alphabet,376360000000.0,376.36B,https://www.finhacker.cz/en/stocks/alphabet-market-cap/
2013-12-31,2013,4,MSFT,Microsoft,310500000000.0,310.50B,https://www.finhacker.cz/en/stocks/microsoft-market-cap/
2013-12-31,2013,5,BRK.B,Berkshire Hathaway,292370000000.0,292.37B,https://www.finhacker.cz/en/stocks/berkshire-hathaway-market-cap/
2013-12-31,2013,6,JNJ,Johnson & Johnson,258380000000.0,258.38B,https://www.finhacker.cz/en/stocks/johnson-johnson-market-cap/
2013-12-31,2013,7,WMT,Walmart,254610000000.0,254.61B,https://www.finhacker.cz/en/stocks/walmart-market-cap/
2013-12-31,2013,8,CVX,Chevron,239080000000.0,239.08B,https://www.finhacker.cz/en/stocks/chevron-market-cap/
2013-12-31,2013,9,WFC,Wells Fargo,238670000000.0,238.67B,https://www.finhacker.cz/en/stocks/wells-fargo-market-cap/
2013-12-31,2013,10,PG,Procter & Gamble,220700000000.0,220.70B,https://www.finhacker.cz/en/stocks/procter-gamble-market-cap/
2013-12-31,2013,11,JPM,JPMorgan Chase,219650000000.0,219.65B,https://www.finhacker.cz/en/stocks/jpmorgan-chase-market-cap/
2013-12-31,2013,12,IBM,IBM,188830000000.0,188.83B,https://www.finhacker.cz/en/stocks/international-business-machines-market-cap/
2013-12-31,2013,13,PFE,Pfizer,185750000000.0,185.75B,https://www.finhacker.cz/en/stocks/pfizer-market-cap/
2013-12-31,2013,14,AMZN,Amazon,183040000000.0,183.04B,https://www.finhacker.cz/en/stocks/amazon-market-cap/
2013-12-31,2013,15,KO,Coca-Cola,181850000000.0,181.85B,https://www.finhacker.cz/en/stocks/coca-cola-market-cap/
2013-12-31,2013,16,ORCL,Oracle,172060000000.0,172.06B,https://www.finhacker.cz/en/stocks/oracle-market-cap/
2013-12-31,2013,17,GE,General Electric,168760000000.0,168.76B,https://www.finhacker.cz/en/stocks/ge-aerospace-market-cap/
2013-12-31,2013,18,BAC,Bank of America,164890000000.0,164.89B,https://www.finhacker.cz/en/stocks/bank-of-america-market-cap/
2013-12-31,2013,19,C,Citigroup,157840000000.0,157.84B,https://www.finhacker.cz/en/stocks/citigroup-market-cap/
2013-12-31,2013,20,VZ,Verizon Communications,140640000000.0,140.64B,https://www.finhacker.cz/en/stocks/verizon-communications-market-cap/
2014-12-31,2014,1,AAPL,Apple,643240000000.0,643.24B,https://www.finhacker.cz/en/stocks/apple-market-cap/
2014-12-31,2014,2,XOM,Exxon Mobil,388380000000.0,388.38B,https://www.finhacker.cz/en/stocks/exxon-mobil-market-cap/
2014-12-31,2014,3,MSFT,Microsoft,381730000000.0,381.73B,https://www.finhacker.cz/en/stocks/microsoft-market-cap/
2014-12-31,2014,4,BRK.B,Berkshire Hathaway,369970000000.0,369.97B,https://www.finhacker.cz/en/stocks/berkshire-hathaway-market-cap/
2014-12-31,2014,5,GOOGL,Alphabet,361380000000.0,361.38B,https://www.finhacker.cz/en/stocks/alphabet-market-cap/
2014-12-31,2014,6,JNJ,Johnson & Johnson,291020000000.0,291.02B,https://www.finhacker.cz/en/stocks/johnson-johnson-market-cap/
2014-12-31,2014,7,WFC,Wells Fargo,283420000000.0,283.42B,https://www.finhacker.cz/en/stocks/wells-fargo-market-cap/
2014-12-31,2014,8,WMT,Walmart,276820000000.0,276.82B,https://www.finhacker.cz/en/stocks/walmart-market-cap/
2014-12-31,2014,9,PG,Procter & Gamble,246030000000.0,246.03B,https://www.finhacker.cz/en/stocks/procter-gamble-market-cap/
2014-12-31,2014,10,JPM,JPMorgan Chase,232480000000.0,232.48B,https://www.finhacker.cz/en/stocks/jpmorgan-chase-market-cap/
2014-12-31,2014,11,META,Facebook,216740000000.0,216.74B,https://www.finhacker.cz/en/stocks/meta-platforms-market-cap/
2014-12-31,2014,12,CVX,Chevron,210900000000.0,210.90B,https://www.finhacker.cz/en/stocks/chevron-market-cap/
2014-12-31,2014,13,ORCL,Oracle,197460000000.0,197.46B,https://www.finhacker.cz/en/stocks/oracle-market-cap/
2014-12-31,2014,14,VZ,Verizon Communications,194370000000.0,194.37B,https://www.finhacker.cz/en/stocks/verizon-communications-market-cap/
2014-12-31,2014,15,BAC,Bank of America,188200000000.0,188.20B,https://www.finhacker.cz/en/stocks/bank-of-america-market-cap/
2014-12-31,2014,16,PFE,Pfizer,185710000000.0,185.71B,https://www.finhacker.cz/en/stocks/pfizer-market-cap/
2014-12-31,2014,17,KO,Coca-Cola,184330000000.0,184.33B,https://www.finhacker.cz/en/stocks/coca-cola-market-cap/
2014-12-31,2014,18,INTC,Intel,172300000000.0,172.30B,https://www.finhacker.cz/en/stocks/intel-market-cap/
2014-12-31,2014,19,C,Citigroup,163630000000.0,163.63B,https://www.finhacker.cz/en/stocks/citigroup-market-cap/
2014-12-31,2014,20,DIS,Walt Disney,160120000000.0,160.12B,https://www.finhacker.cz/en/stocks/walt-disney-market-cap/
2015-12-31,2015,1,AAPL,Apple,583670000000.0,583.67B,https://www.finhacker.cz/en/stocks/apple-market-cap/
2015-12-31,2015,2,GOOGL,Alphabet,534880000000.0,534.88B,https://www.finhacker.cz/en/stocks/alphabet-market-cap/
2015-12-31,2015,3,MSFT,Microsoft,439680000000.0,439.68B,https://www.finhacker.cz/en/stocks/microsoft-market-cap/
2015-12-31,2015,4,BRK.B,Berkshire Hathaway,325480000000.0,325.48B,https://www.finhacker.cz/en/stocks/berkshire-hathaway-market-cap/
2015-12-31,2015,5,XOM,Exxon Mobil,323960000000.0,323.96B,https://www.finhacker.cz/en/stocks/exxon-mobil-market-cap/
2015-12-31,2015,6,AMZN,Amazon,318340000000.0,318.34B,https://www.finhacker.cz/en/stocks/amazon-market-cap/
2015-12-31,2015,7,META,Facebook,296610000000.0,296.61B,https://www.finhacker.cz/en/stocks/meta-platforms-market-cap/
2015-12-31,2015,8,JNJ,Johnson & Johnson,284230000000.0,284.23B,https://www.finhacker.cz/en/stocks/johnson-johnson-market-cap/
2015-12-31,2015,9,WFC,Wells Fargo,276800000000.0,276.80B,https://www.finhacker.cz/en/stocks/wells-fargo-market-cap/
2015-12-31,2015,10,JPM,JPMorgan Chase,241870000000.0,241.87B,https://www.finhacker.cz/en/stocks/jpmorgan-chase-market-cap/
2015-12-31,2015,11,PG,Procter & Gamble,214800000000.0,214.80B,https://www.finhacker.cz/en/stocks/procter-gamble-market-cap/
2015-12-31,2015,12,WMT,Walmart,196280000000.0,196.28B,https://www.finhacker.cz/en/stocks/walmart-market-cap/
2015-12-31,2015,13,PFE,Pfizer,188900000000.0,188.90B,https://www.finhacker.cz/en/stocks/pfizer-market-cap/
2015-12-31,2015,14,VZ,Verizon Communications,188250000000.0,188.25B,https://www.finhacker.cz/en/stocks/verizon-communications-market-cap/
2015-12-31,2015,15,KO,Coca-Cola,185760000000.0,185.76B,https://www.finhacker.cz/en/stocks/coca-cola-market-cap/
2015-12-31,2015,16,V,Visa,184880000000.0,184.88B,https://www.finhacker.cz/en/stocks/visa-market-cap/
2015-12-31,2015,17,GE,General Electric,174720000000.0,174.72B,https://www.finhacker.cz/en/stocks/ge-aerospace-market-cap/
2015-12-31,2015,18,BAC,Bank of America,174700000000.0,174.70B,https://www.finhacker.cz/en/stocks/bank-of-america-market-cap/
2015-12-31,2015,19,DIS,Walt Disney,173700000000.0,173.70B,https://www.finhacker.cz/en/stocks/walt-disney-market-cap/
2015-12-31,2015,20,CVX,Chevron,169390000000.0,169.39B,https://www.finhacker.cz/en/stocks/chevron-market-cap/
2016-12-31,2016,1,AAPL,Apple,608920000000.0,608.92B,https://www.finhacker.cz/en/stocks/apple-market-cap/
2016-12-31,2016,2,GOOGL,Alphabet,546000000000.0,546.00B,https://www.finhacker.cz/en/stocks/alphabet-market-cap/
2016-12-31,2016,3,MSFT,Microsoft,483140000000.0,483.14B,https://www.finhacker.cz/en/stocks/microsoft-market-cap/
2016-12-31,2016,4,BRK.B,Berkshire Hathaway,401910000000.0,401.91B,https://www.finhacker.cz/en/stocks/berkshire-hathaway-market-cap/
2016-12-31,2016,5,XOM,Exxon Mobil,374310000000.0,374.31B,https://www.finhacker.cz/en/stocks/exxon-mobil-market-cap/
2016-12-31,2016,6,AMZN,Amazon,356300000000.0,356.30B,https://www.finhacker.cz/en/stocks/amazon-market-cap/
2016-12-31,2016,7,META,Facebook,331570000000.0,331.57B,https://www.finhacker.cz/en/stocks/meta-platforms-market-cap/
2016-12-31,2016,8,JNJ,Johnson & Johnson,313490000000.0,313.49B,https://www.finhacker.cz/en/stocks/johnson-johnson-market-cap/
2016-12-31,2016,9,JPM,JPMorgan Chase,308750000000.0,308.75B,https://www.finhacker.cz/en/stocks/jpmorgan-chase-market-cap/
2016-12-31,2016,10,WFC,Wells Fargo,276760000000.0,276.76B,https://www.finhacker.cz/en/stocks/wells-fargo-market-cap/
2016-12-31,2016,11,PG,Procter & Gamble,225000000000.0,225.00B,https://www.finhacker.cz/en/stocks/procter-gamble-market-cap/
2016-12-31,2016,12,BAC,Bank of America,223430000000.0,223.43B,https://www.finhacker.cz/en/stocks/bank-of-america-market-cap/
2016-12-31,2016,13,CVX,Chevron,222220000000.0,222.22B,https://www.finhacker.cz/en/stocks/chevron-market-cap/
2016-12-31,2016,14,VZ,Verizon Communications,217630000000.0,217.63B,https://www.finhacker.cz/en/stocks/verizon-communications-market-cap/
2016-12-31,2016,15,WMT,Walmart,212430000000.0,212.43B,https://www.finhacker.cz/en/stocks/walmart-market-cap/
2016-12-31,2016,16,T,AT&T,197740000000.0,197.74B,https://www.finhacker.cz/en/stocks/att-market-cap/
2016-12-31,2016,17,PFE,Pfizer,186780000000.0,186.78B,https://www.finhacker.cz/en/stocks/pfizer-market-cap/
2016-12-31,2016,18,V,Visa,180460000000.0,180.46B,https://www.finhacker.cz/en/stocks/visa-market-cap/
2016-12-31,2016,19,KO,Coca-Cola,178820000000.0,178.82B,https://www.finhacker.cz/en/stocks/coca-cola-market-cap/
2016-12-31,2016,20,INTC,Intel,171880000000.0,171.88B,https://www.finhacker.cz/en/stocks/intel-market-cap/
2017-12-31,2017,1,AAPL,Apple,860960000000.0,860.96B,https://www.finhacker.cz/en/stocks/apple-market-cap/
2017-12-31,2017,2,GOOGL,Alphabet,732110000000.0,732.11B,https://www.finhacker.cz/en/stocks/alphabet-market-cap/
2017-12-31,2017,3,MSFT,Microsoft,659940000000.0,659.94B,https://www.finhacker.cz/en/stocks/microsoft-market-cap/
2017-12-31,2017,4,AMZN,Amazon,563510000000.0,563.51B,https://www.finhacker.cz/en/stocks/amazon-market-cap/
2017-12-31,2017,5,META,Facebook,512789999999.99994,512.79B,https://www.finhacker.cz/en/stocks/meta-platforms-market-cap/
2017-12-31,2017,6,BRK.B,Berkshire Hathaway,489010000000.0,489.01B,https://www.finhacker.cz/en/stocks/berkshire-hathaway-market-cap/
2017-12-31,2017,7,JNJ,Johnson & Johnson,375430000000.0,375.43B,https://www.finhacker.cz/en/stocks/johnson-johnson-market-cap/
2017-12-31,2017,8,JPM,JPMorgan Chase,371080000000.0,371.08B,https://www.finhacker.cz/en/stocks/jpmorgan-chase-market-cap/
2017-12-31,2017,9,XOM,Exxon Mobil,354380000000.0,354.38B,https://www.finhacker.cz/en/stocks/exxon-mobil-market-cap/
2017-12-31,2017,10,BAC,Bank of America,307890000000.0,307.89B,https://www.finhacker.cz/en/stocks/bank-of-america-market-cap/
2017-12-31,2017,11,WFC,Wells Fargo,298740000000.0,298.74B,https://www.finhacker.cz/en/stocks/wells-fargo-market-cap/
2017-12-31,2017,12,WMT,Walmart,292530000000.0,292.53B,https://www.finhacker.cz/en/stocks/walmart-market-cap/
2017-12-31,2017,13,V,Visa,256769999999.99997,256.77B,https://www.finhacker.cz/en/stocks/visa-market-cap/
2017-12-31,2017,14,CVX,Chevron,237740000000.0,237.74B,https://www.finhacker.cz/en/stocks/chevron-market-cap/
2017-12-31,2017,15,PG,Procter & Gamble,233100000000.0,233.10B,https://www.finhacker.cz/en/stocks/procter-gamble-market-cap/
2017-12-31,2017,16,HD,Home Depot,221370000000.0,221.37B,https://www.finhacker.cz/en/stocks/home-depot-market-cap/
2017-12-31,2017,17,INTC,Intel,216030000000.0,216.03B,https://www.finhacker.cz/en/stocks/intel-market-cap/
2017-12-31,2017,18,VZ,Verizon Communications,215900000000.0,215.90B,https://www.finhacker.cz/en/stocks/verizon-communications-market-cap/
2017-12-31,2017,19,UNH,UnitedHealth Group,213640000000.0,213.64B,https://www.finhacker.cz/en/stocks/unitedhealth-group-market-cap/
2017-12-31,2017,20,PFE,Pfizer,204610000000.0,204.61B,https://www.finhacker.cz/en/stocks/pfizer-market-cap/
2018-12-31,2018,1,MSFT,Microsoft,780360000000.0,780.36B,https://www.finhacker.cz/en/stocks/microsoft-market-cap/
2018-12-31,2018,2,AAPL,Apple,746110000000.0,746.11B,https://www.finhacker.cz/en/stocks/apple-market-cap/
2018-12-31,2018,3,AMZN,Amazon,737470000000.0,737.47B,https://www.finhacker.cz/en/stocks/amazon-market-cap/
2018-12-31,2018,4,GOOGL,Alphabet,726770000000.0,726.77B,https://www.finhacker.cz/en/stocks/alphabet-market-cap/
2018-12-31,2018,5,BRK.B,Berkshire Hathaway,502490000000.0,502.49B,https://www.finhacker.cz/en/stocks/berkshire-hathaway-market-cap/
2018-12-31,2018,6,META,Facebook,374130000000.0,374.13B,https://www.finhacker.cz/en/stocks/meta-platforms-market-cap/
2018-12-31,2018,7,JNJ,Johnson & Johnson,343530000000.0,343.53B,https://www.finhacker.cz/en/stocks/johnson-johnson-market-cap/
2018-12-31,2018,8,JPM,JPMorgan Chase,319800000000.0,319.80B,https://www.finhacker.cz/en/stocks/jpmorgan-chase-market-cap/
2018-12-31,2018,9,V,Visa,289210000000.0,289.21B,https://www.finhacker.cz/en/stocks/visa-market-cap/
2018-12-31,2018,10,XOM,Exxon Mobil,288920000000.0,288.92B,https://www.finhacker.cz/en/stocks/exxon-mobil-market-cap/
2018-12-31,2018,11,WMT,Walmart,270630000000.0,270.63B,https://www.finhacker.cz/en/stocks/walmart-market-cap/
2018-12-31,2018,12,UNH,UnitedHealth Group,239160000000.0,239.16B,https://www.finhacker.cz/en/stocks/unitedhealth-group-market-cap/
2018-12-31,2018,13,BAC,Bank of America,238240000000.0,238.24B,https://www.finhacker.cz/en/stocks/bank-of-america-market-cap/
2018-12-31,2018,14,PFE,Pfizer,236490000000.0,236.49B,https://www.finhacker.cz/en/stocks/pfizer-market-cap/
2018-12-31,2018,15,VZ,Verizon Communications,232300000000.0,232.30B,https://www.finhacker.cz/en/stocks/verizon-communications-market-cap/
