date,snapshot_year_int,rank_int,symbol,company_name,market_cap,market_cap_text,source_url
2018-12-31,2018,16,PG,Procter & Gamble,229980000000.0,229.98B,https://www.finhacker.cz/en/stocks/procter-gamble-market-cap/
2018-12-31,2018,17,INTC,Intel,211940000000.0,211.94B,https://www.finhacker.cz/en/stocks/intel-market-cap/
2018-12-31,2018,18,WFC,Wells Fargo,211090000000.0,211.09B,https://www.finhacker.cz/en/stocks/wells-fargo-market-cap/
2018-12-31,2018,19,CVX,Chevron,207030000000.0,207.03B,https://www.finhacker.cz/en/stocks/chevron-market-cap/
2018-12-31,2018,20,KO,Coca-Cola,202090000000.0,202.09B,https://www.finhacker.cz/en/stocks/coca-cola-market-cap/
2019-12-31,2019,1,AAPL,Apple,1288000000000.0,1.288T,https://www.finhacker.cz/en/stocks/apple-market-cap/
2019-12-31,2019,2,MSFT,Microsoft,1200000000000.0,1.200T,https://www.finhacker.cz/en/stocks/microsoft-market-cap/
2019-12-31,2019,3,GOOGL,Alphabet,922170000000.0,922.17B,https://www.finhacker.cz/en/stocks/alphabet-market-cap/
2019-12-31,2019,4,AMZN,Amazon,920220000000.0,920.22B,https://www.finhacker.cz/en/stocks/amazon-market-cap/
2019-12-31,2019,5,META,Facebook,585370000000.0,585.37B,https://www.finhacker.cz/en/stocks/meta-platforms-market-cap/
2019-12-31,2019,6,BRK.B,Berkshire Hathaway,551980000000.0,551.98B,https://www.finhacker.cz/en/stocks/berkshire-hathaway-market-cap/
2019-12-31,2019,7,JPM,JPMorgan Chase,429910000000.0,429.91B,https://www.finhacker.cz/en/stocks/jpmorgan-chase-market-cap/
2019-12-31,2019,8,V,Visa,402670000000.0,402.67B,https://www.finhacker.cz/en/stocks/visa-market-cap/
2019-12-31,2019,9,JNJ,Johnson & Johnson,384080000000.0,384.08B,https://www.finhacker.cz/en/stocks/johnson-johnson-market-cap/
2019-12-31,2019,10,WMT,Walmart,337190000000.0,337.19B,https://www.finhacker.cz/en/stocks/walmart-market-cap/
2019-12-31,2019,11,BAC,Bank of America,311200000000.0,311.20B,https://www.finhacker.cz/en/stocks/bank-of-america-market-cap/
2019-12-31,2019,12,PG,Procter & Gamble,308380000000.0,308.38B,https://www.finhacker.cz/en/stocks/procter-gamble-market-cap/
2019-12-31,2019,13,MA,Mastercard,300680000000.0,300.68B,https://www.finhacker.cz/en/stocks/mastercard-market-cap/
2019-12-31,2019,14,XOM,Exxon Mobil,295450000000.0,295.45B,https://www.finhacker.cz/en/stocks/exxon-mobil-market-cap/
2019-12-31,2019,15,UNH,UnitedHealth Group,278690000000.0,278.69B,https://www.finhacker.cz/en/stocks/unitedhealth-group-market-cap/
2019-12-31,2019,16,DIS,Walt Disney,257589999999.99997,257.59B,https://www.finhacker.cz/en/stocks/walt-disney-market-cap/
2019-12-31,2019,17,INTC,Intel,256760000000.0,256.76B,https://www.finhacker.cz/en/stocks/intel-market-cap/
2019-12-31,2019,18,VZ,Verizon Communications,253950000000.0,253.95B,https://www.finhacker.cz/en/stocks/verizon-communications-market-cap/
2019-12-31,2019,19,HD,Home Depot,238250000000.0,238.25B,https://www.finhacker.cz/en/stocks/home-depot-market-cap/
2019-12-31,2019,20,KO,Coca-Cola,236900000000.0,236.90B,https://www.finhacker.cz/en/stocks/coca-cola-market-cap/
2020-12-31,2020,1,AAPL,Apple,2232000000000.0,2.232T,https://www.finhacker.cz/en/stocks/apple-market-cap/
2020-12-31,2020,2,MSFT,Microsoft,1678000000000.0,1.678T,https://www.finhacker.cz/en/stocks/microsoft-market-cap/
2020-12-31,2020,3,AMZN,Amazon,1638000000000.0,1.638T,https://www.finhacker.cz/en/stocks/amazon-market-cap/
2020-12-31,2020,4,GOOGL,Alphabet,1183000000000.0,1.183T,https://www.finhacker.cz/en/stocks/alphabet-market-cap/
2020-12-31,2020,5,META,Facebook,778230000000.0,778.23B,https://www.finhacker.cz/en/stocks/meta-platforms-market-cap/
2020-12-31,2020,6,TSLA,Tesla,677440000000.0,677.44B,https://www.finhacker.cz/en/stocks/tesla-market-cap/
2020-12-31,2020,7,BRK.B,Berkshire Hathaway,537010000000.0,537.01B,https://www.finhacker.cz/en/stocks/berkshire-hathaway-market-cap/
2020-12-31,2020,8,V,Visa,465890000000.0,465.89B,https://www.finhacker.cz/en/stocks/visa-market-cap/
2020-12-31,2020,9,JNJ,Johnson & Johnson,414380000000.0,414.38B,https://www.finhacker.cz/en/stocks/johnson-johnson-market-cap/
2020-12-31,2020,10,WMT,Walmart,407850000000.0,407.85B,https://www.finhacker.cz/en/stocks/walmart-market-cap/
2020-12-31,2020,11,JPM,JPMorgan Chase,387440000000.0,387.44B,https://www.finhacker.cz/en/stocks/jpmorgan-chase-market-cap/
2020-12-31,2020,12,MA,Mastercard,355320000000.0,355.32B,https://www.finhacker.cz/en/stocks/mastercard-market-cap/
2020-12-31,2020,13,PG,Procter & Gamble,342560000000.0,342.56B,https://www.finhacker.cz/en/stocks/procter-gamble-market-cap/
2020-12-31,2020,14,UNH,UnitedHealth Group,331740000000.0,331.74B,https://www.finhacker.cz/en/stocks/unitedhealth-group-market-cap/
2020-12-31,2020,15,NVDA,NVIDIA,323240000000.0,323.24B,https://www.finhacker.cz/en/stocks/nvidia-market-cap/
2020-12-31,2020,16,DIS,Walt Disney,322680000000.0,322.68B,https://www.finhacker.cz/en/stocks/walt-disney-market-cap/
2020-12-31,2020,17,HD,Home Depot,286070000000.0,286.07B,https://www.finhacker.cz/en/stocks/home-depot-market-cap/
2020-12-31,2020,18,PYPL,PayPal Holdings,274480000000.00003,274.48B,https://www.finhacker.cz/en/stocks/paypal-holdings-market-cap/
2020-12-31,2020,19,BAC,Bank of America,262209999999.99997,262.21B,https://www.finhacker.cz/en/stocks/bank-of-america-market-cap/
2020-12-31,2020,20,VZ,Verizon Communications,243110000000.0,243.11B,https://www.finhacker.cz/en/stocks/verizon-communications-market-cap/
2021-12-31,2021,1,AAPL,Apple,2902000000000.0,2.902T,https://www.finhacker.cz/en/stocks/apple-market-cap/
2021-12-31,2021,2,MSFT,Microsoft,2522000000000.0,2.522T,https://www.finhacker.cz/en/stocks/microsoft-market-cap/
2021-12-31,2021,3,GOOGL,Alphabet,1918000000000.0,1.918T,https://www.finhacker.cz/en/stocks/alphabet-market-cap/
2021-12-31,2021,4,AMZN,Amazon,1697000000000.0,1.697T,https://www.finhacker.cz/en/stocks/amazon-market-cap/
2021-12-31,2021,5,TSLA,Tesla,1092000000000.0001,1.092T,https://www.finhacker.cz/en/stocks/tesla-market-cap/
2021-12-31,2021,6,META,Meta Platforms,921940000000.0,921.94B,https://www.finhacker.cz/en/stocks/meta-platforms-market-cap/
2021-12-31,2021,7,NVDA,NVIDIA,735270000000.0,735.27B,https://www.finhacker.cz/en/stocks/nvidia-market-cap/
2021-12-31,2021,8,BRK.B,Berkshire Hathaway,662580000000.0,662.58B,https://www.finhacker.cz/en/stocks/berkshire-hathaway-market-cap/
2021-12-31,2021,9,UNH,UnitedHealth Group,472510000000.0,472.51B,https://www.finhacker.cz/en/stocks/unitedhealth-group-market-cap/
2021-12-31,2021,10,JPM,JPMorgan Chase,466180000000.0,466.18B,https://www.finhacker.cz/en/stocks/jpmorgan-chase-market-cap/
2021-12-31,2021,11,V,Visa,453140000000.0,453.14B,https://www.finhacker.cz/en/stocks/visa-market-cap/
2021-12-31,2021,12,JNJ,Johnson & Johnson,450430000000.0,450.43B,https://www.finhacker.cz/en/stocks/johnson-johnson-market-cap/
2021-12-31,2021,13,HD,Home Depot,433270000000.0,433.27B,https://www.finhacker.cz/en/stocks/home-depot-market-cap/
2021-12-31,2021,14,WMT,Walmart,401370000000.0,401.37B,https://www.finhacker.cz/en/stocks/walmart-market-cap/
2021-12-31,2021,15,PG,Procter & Gamble,392100000000.0,392.10B,https://www.finhacker.cz/en/stocks/procter-gamble-market-cap/
2021-12-31,2021,16,BAC,Bank of America,359390000000.0,359.39B,https://www.finhacker.cz/en/stocks/bank-of-america-market-cap/
2021-12-31,2021,17,MA,Mastercard,352130000000.0,352.13B,https://www.finhacker.cz/en/stocks/mastercard-market-cap/
2021-12-31,2021,18,PFE,Pfizer,331860000000.0,331.86B,https://www.finhacker.cz/en/stocks/pfizer-market-cap/
2021-12-31,2021,19,DIS,Walt Disney,281590000000.0,281.59B,https://www.finhacker.cz/en/stocks/walt-disney-market-cap/
2021-12-31,2021,20,AVGO,Broadcom,274750000000.0,274.75B,https://www.finhacker.cz/en/stocks/broadcom-market-cap/
2022-12-31,2022,1,AAPL,Apple,2067000000000.0002,2.067T,https://www.finhacker.cz/en/stocks/apple-market-cap/
2022-12-31,2022,2,MSFT,Microsoft,1788000000000.0,1.788T,https://www.finhacker.cz/en/stocks/microsoft-market-cap/
2022-12-31,2022,3,GOOGL,Alphabet,1148000000000.0,1.148T,https://www.finhacker.cz/en/stocks/alphabet-market-cap/
2022-12-31,2022,4,AMZN,Amazon,856800000000.0,856.8B,https://www.finhacker.cz/en/stocks/amazon-market-cap/
2022-12-31,2022,5,BRK.B,Berkshire Hathaway,678650000000.0,678.65B,https://www.finhacker.cz/en/stocks/berkshire-hathaway-market-cap/
2022-12-31,2022,6,UNH,UnitedHealth Group,495370000000.0,495.37B,https://www.finhacker.cz/en/stocks/unitedhealth-group-market-cap/
2022-12-31,2022,7,JNJ,Johnson & Johnson,461760000000.0,461.76B,https://www.finhacker.cz/en/stocks/johnson-johnson-market-cap/
2022-12-31,2022,8,XOM,Exxon Mobil,454220000000.0,454.22B,https://www.finhacker.cz/en/stocks/exxon-mobil-market-cap/
2022-12-31,2022,9,V,Visa,432350000000.0,432.35B,https://www.finhacker.cz/en/stocks/visa-market-cap/
2022-12-31,2022,10,JPM,JPMorgan Chase,393320000000.0,393.32B,https://www.finhacker.cz/en/stocks/jpmorgan-chase-market-cap/
2022-12-31,2022,11,TSLA,Tesla,389000000000.0,389.0B,https://www.finhacker.cz/en/stocks/tesla-market-cap/
2022-12-31,2022,12,WMT,Walmart,382360000000.0,382.36B,https://www.finhacker.cz/en/stocks/walmart-market-cap/
2022-12-31,2022,13,NVDA,NVIDIA,359500000000.0,359.50B,https://www.finhacker.cz/en/stocks/nvidia-market-cap/
2022-12-31,2022,14,PG,Procter & Gamble,359200000000.0,359.2B,https://www.finhacker.cz/en/stocks/procter-gamble-market-cap/
2022-12-31,2022,15,LLY,Eli Lilly,347610000000.0,347.61B,https://www.finhacker.cz/en/stocks/eli-lilly-market-cap/
2022-12-31,2022,16,CVX,Chevron,344440000000.0,344.44B,https://www.finhacker.cz/en/stocks/chevron-market-cap/
2022-12-31,2022,17,MA,Mastercard,334330000000.0,334.33B,https://www.finhacker.cz/en/stocks/mastercard-market-cap/
2022-12-31,2022,18,HD,Home Depot,321860000000.0,321.86B,https://www.finhacker.cz/en/stocks/home-depot-market-cap/
2022-12-31,2022,19,META,Meta Platforms,315530000000.0,315.53B,https://www.finhacker.cz/en/stocks/meta-platforms-market-cap/
2022-12-31,2022,20,PFE,Pfizer,287610000000.0,287.61B,https://www.finhacker.cz/en/stocks/pfizer-market-cap/
2023-12-31,2023,1,AAPL,Apple,2994000000000.0,2.994T,https://www.finhacker.cz/en/stocks/apple-market-cap/
2023-12-31,2023,2,MSFT,Microsoft,2795000000000.0,2.795T,https://www.finhacker.cz/en/stocks/microsoft-market-cap/
2023-12-31,2023,3,GOOGL,Alphabet,1764000000000.0,1.764T,https://www.finhacker.cz/en/stocks/alphabet-market-cap/
2023-12-31,2023,4,AMZN,Amazon,1570000000000.0,1.570T,https://www.finhacker.cz/en/stocks/amazon-market-cap/
2023-12-31,2023,5,NVDA,NVIDIA,1223000000000.0,1.223T,https://www.finhacker.cz/en/stocks/nvidia-market-cap/
2023-12-31,2023,6,META,Meta Platforms,909680000000.0,909.68B,https://www.finhacker.cz/en/stocks/meta-platforms-market-cap/
2023-12-31,2023,7,TSLA,Tesla,789920000000.0,789.92B,https://www.finhacker.cz/en/stocks/tesla-market-cap/
2023-12-31,2023,8,BRK.B,Berkshire Hathaway,772530000000.0,772.53B,https://www.finhacker.cz/en/stocks/berkshire-hathaway-market-cap/
2023-12-31,2023,9,LLY,Eli Lilly,553370000000.0,553.37B,https://www.finhacker.cz/en/stocks/eli-lilly-market-cap/
2023-12-31,2023,10,V,Visa,525650000000.0,525.65B,https://www.finhacker.cz/en/stocks/visa-market-cap/
2023-12-31,2023,11,AVGO,Broadcom,522520000000.0,522.52B,https://www.finhacker.cz/en/stocks/broadcom-market-cap/
2023-12-31,2023,12,JPM,JPMorgan Chase,491760000000.0,491.76B,https://www.finhacker.cz/en/stocks/jpmorgan-chase-market-cap/
2023-12-31,2023,13,UNH,UnitedHealth Group,486950000000.0,486.95B,https://www.finhacker.cz/en/stocks/unitedhealth-group-market-cap/
2023-12-31,2023,14,WMT,Walmart,424450000000.0,424.45B,https://www.finhacker.cz/en/stocks/walmart-market-cap/
2023-12-31,2023,15,MA,Mastercard,400130000000.0,400.13B,https://www.finhacker.cz/en/stocks/mastercard-market-cap/
2023-12-31,2023,16,XOM,Exxon Mobil,399620000000.0,399.62B,https://www.finhacker.cz/en/stocks/exxon-mobil-market-cap/
2023-12-31,2023,17,JNJ,Johnson & Johnson,377270000000.0,377.27B,https://www.finhacker.cz/en/stocks/johnson-johnson-market-cap/
2023-12-31,2023,18,PG,Procter & Gamble,345390000000.0,345.39B,https://www.finhacker.cz/en/stocks/procter-gamble-market-cap/
2023-12-31,2023,19,HD,Home Depot,344910000000.0,344.91B,https://www.finhacker.cz/en/stocks/home-depot-market-cap/
2023-12-31,2023,20,COST,Costco Wholesale,292900000000.0,292.90B,https://www.finhacker.cz/en/stocks/costco-wholesale-market-cap/
2024-12-31,2024,1,AAPL,Apple,3766000000000.0,3.766T,https://www.finhacker.cz/en/stocks/apple-market-cap/
2024-12-31,2024,2,NVDA,NVIDIA,3289000000000.0,3.289T,https://www.finhacker.cz/en/stocks/nvidia-market-cap/
2024-12-31,2024,3,MSFT,Microsoft,3134000000000.0,3.134T,https://www.finhacker.cz/en/stocks/microsoft-market-cap/
2024-12-31,2024,4,GOOGL,Alphabet,2325000000000.0,2.325T,https://www.finhacker.cz/en/stocks/alphabet-market-cap/
2024-12-31,2024,5,AMZN,Amazon,2323000000000.0,2.323T,https://www.finhacker.cz/en/stocks/amazon-market-cap/
2024-12-31,2024,6,META,Meta Platforms,1484000000000.0,1.484T,https://www.finhacker.cz/en/stocks/meta-platforms-market-cap/
2024-12-31,2024,7,TSLA,Tesla,1299000000000.0,1.299T,https://www.finhacker.cz/en/stocks/tesla-market-cap/
2024-12-31,2024,8,AVGO,Broadcom,1087000000000.0,1.087T,https://www.finhacker.cz/en/stocks/broadcom-market-cap/
2024-12-31,2024,9,BRK.B,Berkshire Hathaway,977720000000.0,977.72B,https://www.finhacker.cz/en/stocks/berkshire-hathaway-market-cap/
2024-12-31,2024,10,WMT,Walmart,725780000000.0,725.78B,https://www.finhacker.cz/en/stocks/walmart-market-cap/
2024-12-31,2024,11,LLY,Eli Lilly,692900000000.0,692.90B,https://www.finhacker.cz/en/stocks/eli-lilly-market-cap/
2024-12-31,2024,12,JPM,JPMorgan Chase,670710000000.0,670.71B,https://www.finhacker.cz/en/stocks/jpmorgan-chase-market-cap/
2024-12-31,2024,13,V,Visa,622600000000.0,622.60B,https://www.finhacker.cz/en/stocks/visa-market-cap/
2024-12-31,2024,14,MA,Mastercard,480970000000.0,480.97B,https://www.finhacker.cz/en/stocks/mastercard-market-cap/
2024-12-31,2024,15,XOM,Exxon Mobil,468250000000.0,468.25B,https://www.finhacker.cz/en/stocks/exxon-mobil-market-cap/
2024-12-31,2024,16,ORCL,Oracle,466090000000.0,466.09B,https://www.finhacker.cz/en/stocks/oracle-market-cap/
2024-12-31,2024,17,UNH,UnitedHealth Group,462860000000.0,462.86B,https://www.finhacker.cz/en/stocks/unitedhealth-group-market-cap/
2024-12-31,2024,18,COST,Costco Wholesale,406730000000.0,406.73B,https://www.finhacker.cz/en/stocks/costco-wholesale-market-cap/
2024-12-31,2024,19,PG,Procter & Gamble,393140000000.0,393.14B,https://www.finhacker.cz/en/stocks/procter-gamble-market-cap/
2024-12-31,2024,20,HD,Home Depot,386410000000.0,386.41B,https://www.finhacker.cz/en/stocks/home-depot-market-cap/
2025-12-31,2025,1,NVDA,NVIDIA,4533000000000.0,4.533T,https://www.finhacker.cz/en/stocks/nvidia-market-cap/
2025-12-31,2025,2,AAPL,Apple,4017000000000.0005,4.017T,https://www.finhacker.cz/en/stocks/apple-market-cap/
2025-12-31,2025,3,GOOGL,Alphabet,3777000000000.0,3.777T,https://www.finhacker.cz/en/stocks/alphabet-market-cap/
2025-12-31,2025,4,MSFT,Microsoft,3594000000000.0,3.594T,https://www.finhacker.cz/en/stocks/microsoft-market-cap/
2025-12-31,2025,5,AMZN,Amazon,2468000000000.0,2.468T,https://www.finhacker.cz/en/stocks/amazon-market-cap/
2025-12-31,2025,6,META,Meta Platforms,1664000000000.0,1.664T,https://www.finhacker.cz/en/stocks/meta-platforms-market-cap/
2025-12-31,2025,7,AVGO,Broadcom,1641000000000.0,1.641T,https://www.finhacker.cz/en/stocks/broadcom-market-cap/
2025-12-31,2025,8,TSLA,Tesla,1496000000000.0,1.496T,https://www.finhacker.cz/en/stocks/tesla-market-cap/
2025-12-31,2025,9,BRK.B,Berkshire Hathaway,1084000000000.0001,1.084T,https://www.finhacker.cz/en/stocks/berkshire-hathaway-market-cap/
2025-12-31,2025,10,LLY,Eli Lilly,961860000000.0,961.86B,https://www.finhacker.cz/en/stocks/eli-lilly-market-cap/
2025-12-31,2025,11,WMT,Walmart,887960000000.0,887.96B,https://www.finhacker.cz/en/stocks/walmart-market-cap/
2025-12-31,2025,12,JPM,JPMorgan Chase,877170000000.0,877.17B,https://www.finhacker.cz/en/stocks/jpmorgan-chase-market-cap/
2025-12-31,2025,13,V,Visa,676180000000.0,676.18B,https://www.finhacker.cz/en/stocks/visa-market-cap/
2025-12-31,2025,14,ORCL,Oracle,560000000000.0,560.00B,https://www.finhacker.cz/en/stocks/oracle-market-cap/
2025-12-31,2025,15,MA,Mastercard,512650000000.0,512.65B,https://www.finhacker.cz/en/stocks/mastercard-market-cap/
2025-12-31,2025,16,XOM,Exxon Mobil,507490000000.0,507.49B,https://www.finhacker.cz/en/stocks/exxon-mobil-market-cap/
2025-12-31,2025,17,JNJ,Johnson & Johnson,498600000000.0,498.60B,https://www.finhacker.cz/en/stocks/johnson-johnson-market-cap/
2025-12-31,2025,18,PLTR,Palantir Technologies,423660000000.0,423.66B,https://www.finhacker.cz/en/stocks/palantir-technologies-market-cap/
2025-12-31,2025,19,ABBV,AbbVie,403830000000.0,403.83B,https://www.finhacker.cz/en/stocks/abbvie-market-cap/
2025-12-31,2025,20,BAC,Bank of America,401640000000.0,401.64B,https://www.finhacker.cz/en/stocks/bank-of-america-market-cap/
2026-05-20,2026,1,NVDA,NVIDIA,5433000000000.0,5.433T,https://www.finhacker.cz/en/stocks/nvidia-market-cap/
2026-05-20,2026,2,GOOGL,Alphabet,4712000000000.0,4.712T,https://www.finhacker.cz/en/stocks/alphabet-market-cap/
2026-05-20,2026,3,AAPL,Apple,4440000000000.0,4.440T,https://www.finhacker.cz/en/stocks/apple-market-cap/
2026-05-20,2026,4,MSFT,Microsoft,3128000000000.0,3.128T,https://www.finhacker.cz/en/stocks/microsoft-market-cap/
2026-05-20,2026,5,AMZN,Amazon,2852000000000.0,2.852T,https://www.finhacker.cz/en/stocks/amazon-market-cap/
2026-05-20,2026,6,AVGO,Broadcom,1977000000000.0,1.977T,https://www.finhacker.cz/en/stocks/broadcom-market-cap/
2026-05-20,2026,7,TSLA,Tesla,1566000000000.0,1.566T,https://www.finhacker.cz/en/stocks/tesla-market-cap/
2026-05-20,2026,8,META,Meta Platforms,1536000000000.0,1.536T,https://www.finhacker.cz/en/stocks/meta-platforms-market-cap/
2026-05-20,2026,9,WMT,Walmart,1044000000000.0,1.044T,https://www.finhacker.cz/en/stocks/walmart-market-cap/
2026-05-20,2026,10,BRK.B,Berkshire Hathaway,1036999999999.9999,1.037T,https://www.finhacker.cz/en/stocks/berkshire-hathaway-market-cap/
2026-05-20,2026,11,LLY,Eli Lilly,908680000000.0,908.68B,https://www.finhacker.cz/en/stocks/eli-lilly-market-cap/
2026-05-20,2026,12,MU,Micron Technology,823420000000.0,823.42B,https://www.finhacker.cz/en/stocks/micron-technology-market-cap/
2026-05-20,2026,13,JPM,JPMorgan Chase,809240000000.0,809.24B,https://www.finhacker.cz/en/stocks/jpmorgan-chase-market-cap/
2026-05-20,2026,14,AMD,Advanced Micro Devices,728980000000.0,728.98B,https://www.finhacker.cz/en/stocks/advanced-micro-devices-market-cap/
2026-05-20,2026,15,XOM,Exxon Mobil,648560000000.0,648.56B,https://www.finhacker.cz/en/stocks/exxon-mobil-market-cap/
2026-05-20,2026,16,V,Visa,629080000000.0,629.08B,https://www.finhacker.cz/en/stocks/visa-market-cap/
2026-05-20,2026,17,INTC,Intel,597940000000.0,597.94B,https://www.finhacker.cz/en/stocks/intel-market-cap/
2026-05-20,2026,18,JNJ,Johnson & Johnson,551900000000.0,551.90B,https://www.finhacker.cz/en/stocks/johnson-johnson-market-cap/
2026-05-20,2026,19,ORCL,Oracle,539630000000.0,539.63B,https://www.finhacker.cz/en/stocks/oracle-market-cap/
2026-05-20,2026,20,COST,Costco Wholesale,476470000000.0,476.47B,https://www.finhacker.cz/en/stocks/costco-wholesale-market-cap/
